[00:00:00,000 -> 00:00:02,680] 我突然明白了孙总见我的真正意义
[00:36:45,000 -> 00:36:46,000] 就能感受
[00:36:46,000 -> 00:36:47,000] 但是其他地方
[00:36:47,000 -> 00:36:48,000] 就是给我有治理感
[00:36:48,000 -> 00:36:49,000] 就是因为我觉得
[00:36:49,000 -> 00:36:50,000] 我还没学那个地方的
[00:36:50,000 -> 00:36:52,000] 日本我觉得有一个好处
[00:36:52,000 -> 00:36:54,000] 就是日本人都很客气
[00:36:55,000 -> 00:36:56,000] 所以说
[00:36:56,000 -> 00:36:58,000] 在这种很客气的情况下
[00:36:58,000 -> 00:37:00,000] 我觉得是可以有的
[00:37:00,000 -> 00:37:05,440] 就是你能很明显地感觉到你是他们的客人
[00:37:05,440 -> 00:37:08,119] 说实话今天不是上午去香港吗
[00:37:08,119 -> 00:37:09,719] 香港你就感觉不到
[00:37:09,719 -> 00:37:11,400] 香港他们就感觉你好白
[00:37:11,400 -> 00:37:12,760] 就有这种感觉
[00:37:12,760 -> 00:37:14,800] 但不是对外地人
[00:37:14,800 -> 00:37:16,039] 可能对所有人都这样
[00:37:16,039 -> 00:37:18,039] 我前两天去感觉还行是吧
[00:37:18,039 -> 00:37:19,960] 还行
[00:37:19,960 -> 00:37:21,199] 就是大家态度很好的
[00:37:21,199 -> 00:37:23,519] 态度是礼貌的
[00:37:23,519 -> 00:37:24,760] 对 也是标准
[00:37:24,760 -> 00:37:25,000] 但你也觉得很远是吧不是比如的態度是禮貌的對 她態度是禮貌的
[00:37:25,000 -> 00:37:27,000] 但你也覺得很遠
[00:37:27,000 -> 00:37:29,000] 不是 比如那會兒是
[00:37:29,000 -> 00:37:30,000] 我想做我自己的事情
[00:37:30,000 -> 00:37:31,000] 我不想
[00:37:31,000 -> 00:37:32,000] 被打擾
[00:37:32,000 -> 00:37:33,000] 舉個例子吧
[00:37:33,000 -> 00:37:38,000] 今天我吃早飯
[00:37:38,000 -> 00:37:42,000] 然後有一杯冰水
[00:37:42,000 -> 00:37:46,320] 冰茶 然後散了我就跟他要紙巾
[00:37:46,320 -> 00:37:48,320] 他看了就說下次小心一點
[00:37:48,320 -> 00:37:50,320] 然後給我倒了水
[00:37:50,320 -> 00:37:52,320] 我說我要的是紙巾
[00:37:52,320 -> 00:37:54,320] 你們聽不懂吧
[00:37:54,320 -> 00:37:56,320] 然後過了半天給我紙巾
[00:37:56,320 -> 00:38:00,320] 那個態度就是會有羡慕我一些事情
[00:38:00,320 -> 00:38:02,320] 另外就是我有一個
[00:38:02,320 -> 00:38:04,320] 我想推開門explore一下
[00:38:04,320 -> 00:38:05,000] 然後那個門在裡面就鎖掉了另外就是我有一个我想推开门explore一下
[00:38:05,000 -> 00:38:08,000] 然后那个门它是在里面就锁掉了
[00:38:08,000 -> 00:38:09,000] 就是在一个商场里面
[00:38:09,000 -> 00:38:11,000] 我想进去然后就在里面锁掉了
[00:38:11,000 -> 00:38:14,000] 然后旁边是有一个快狼的那个
[00:38:14,000 -> 00:38:16,000] 是有出口链接的
[00:38:16,000 -> 00:38:17,000] 然后我就想说
[00:38:17,000 -> 00:38:19,000] 我可不可以从快狼这出去
[00:38:19,000 -> 00:38:20,000] 然后他们说不行
[00:38:20,000 -> 00:38:22,000] 然后你要从那下去
[00:38:22,000 -> 00:38:23,000] 然后在那
[00:38:23,000 -> 00:38:24,000] 他在follow他的procedure
[00:38:24,000 -> 00:38:25,420] 他没有做过任何事情
[00:38:25,420 -> 00:38:27,019] 可是我会觉得
[00:38:27,019 -> 00:38:28,380] 就很生硬
[00:38:28,380 -> 00:38:30,420] 就很生硬的拒绝掉了
[00:38:30,420 -> 00:38:31,659] 就我不是他客人
[00:38:31,659 -> 00:38:32,420] 我不是他客人
[00:38:35,460 -> 00:38:36,340] 香港
[00:38:36,340 -> 00:38:36,900] 我觉得
[00:38:42,179 -> 00:38:45,760] 我觉得他们看我们应该也不一定就知道是大陆人还是香港人
[00:38:45,760 -> 00:38:48,639] 可能一说话当然就说话了
[00:38:48,639 -> 00:38:50,000] 这个两地的
[00:38:50,000 -> 00:38:52,320] 不是说香港说的有什么不对
[00:38:52,320 -> 00:38:55,360] 我是说你在日本很明显感觉到你是他们的客人
[00:38:55,360 -> 00:38:56,079] 对 但是
[00:38:56,079 -> 00:38:57,599] 但这个是文化
[00:38:57,599 -> 00:38:59,519] 这是本身国家的文化导致的
[00:38:59,519 -> 00:39:00,960] 但是是那个很爽的点
[00:39:00,960 -> 00:39:03,280] 就是日本人对自己是有很多要求的
[00:39:03,280 -> 00:39:04,960] 但是你作为他们的客人
[00:39:04,960 -> 00:39:05,119] 他们对你没有什么要求但是这很爽我不知道我就不想说这很爽的點就是日本人對自己是有很多要求的但是你作為他們的客人
[00:39:05,119 -> 00:39:06,440] 他們對你沒有什麼要求
[00:39:06,440 -> 00:39:06,840] 但是
[00:39:06,840 -> 00:39:07,639] 就很爽
[00:39:07,639 -> 00:39:09,760] 我不是 我就不享受這種爽
[00:39:09,760 -> 00:39:10,239] 其實
[00:39:11,440 -> 00:39:12,159] 我就很爽
[00:39:12,159 -> 00:39:13,039] 就我不喜歡這種爽
[00:39:13,039 -> 00:39:14,360] 我就在日本人炒紅燈
[00:39:14,360 -> 00:39:16,039] 哎 反正我不是日本人
[00:39:16,039 -> 00:39:17,519] 我挺炒紅燈的這種感覺
[00:39:17,519 -> 00:39:19,960] OK 這個挺有意思
[00:39:19,960 -> 00:39:21,199] 我覺得
[00:39:21,199 -> 00:39:22,840] 外國人在旅行的時候
[00:39:22,840 -> 00:39:24,440] 是有一些privilege的
[00:39:24,440 -> 00:39:26,199] 就是中文不常见
[00:39:26,199 -> 00:39:28,639] 但是在一些特定的环境下是有的
[00:39:30,280 -> 00:39:30,840] 干啥呢
[00:39:33,360 -> 00:39:34,920] 耳机后面掉了
[00:39:34,920 -> 00:39:36,039] 还是丢了
[00:39:36,320 -> 00:39:37,199] 耳机掉了
[00:39:37,199 -> 00:39:37,760] 没有
[00:39:37,760 -> 00:39:38,360] 不是
[00:39:38,519 -> 00:39:39,199] 你们俩
[00:39:39,199 -> 00:39:40,159] 你们两个不是
[00:39:40,159 -> 00:39:40,760] 我说
[00:39:41,480 -> 00:39:41,960] 对
[00:39:42,719 -> 00:39:44,400] 那你在拉美你觉得比较好玩的
[00:39:44,400 -> 00:39:46,000] 你的highlight是什么
[00:39:46,000 -> 00:39:48,000] 你觉得喜欢哪个国家
[00:39:48,000 -> 00:39:50,000] 我在拉美我只
[00:39:50,000 -> 00:39:52,000] 过去过坎昆
[00:39:52,000 -> 00:39:54,000] 我没有去过那些什么其他东西
[00:39:54,000 -> 00:39:56,000] 刚进去过贝罗塞里斯
[00:39:56,000 -> 00:39:58,000] 然后那个秘鲁只去过利马
[00:39:58,000 -> 00:40:00,000] 我连那个就是巴西里面
[00:40:00,000 -> 00:40:02,000] 对然后都是因为
[00:40:02,000 -> 00:40:04,000] 就是秘鲁
[00:40:04,000 -> 00:40:05,800] 这里我去过北内
[00:40:05,800 -> 00:40:09,800] 就是 秩序 北内 奥布利沃塞尼斯
[00:40:09,800 -> 00:40:10,800] 都是因为去南极的
[00:40:10,800 -> 00:40:11,800] 北内 啥是北内
[00:40:11,800 -> 00:40:13,800] Panadonia
[00:40:13,800 -> 00:40:17,800] Punta Arenas
[00:40:17,800 -> 00:40:18,800] 对 那些地方
[00:40:18,800 -> 00:40:20,800] 就是 不是 秩序的Punta Arenas
[00:40:20,800 -> 00:40:22,800] 它是秩序的最南边
[00:40:22,800 -> 00:40:24,800] 哦 对 就那个
[00:40:24,800 -> 00:40:26,719] 能坐船去南極
[00:40:26,719 -> 00:40:27,440] 對對對
[00:40:27,440 -> 00:40:29,639] 我就是因為去那個南極
[00:40:29,639 -> 00:40:31,320] 然後去了中興智利和
[00:40:31,320 -> 00:40:34,320] 前兩天我還跟那個
[00:40:35,719 -> 00:40:36,880] 清哥打了個電話
[00:40:36,880 -> 00:40:37,400] 哦
[00:40:37,400 -> 00:40:38,000] 有帶
[00:40:38,000 -> 00:40:38,480] 嗯
[00:40:38,480 -> 00:40:39,000] 嗯
[00:40:39,239 -> 00:40:40,280] 總之就是
[00:40:40,280 -> 00:40:42,559] 南美我覺得我沒有充分explore
[00:40:42,559 -> 00:40:44,119] 就拉丁美洲沒有充分explore
[00:40:44,119 -> 00:40:48,500] 下次我可以當你的导游和校园
[00:40:48,500 -> 00:40:50,300] 导游然后翻译
[00:40:50,300 -> 00:40:52,300] 所以你建议去哪几个国家呢
[00:40:52,300 -> 00:40:55,099] 拉美我还没去的巴西
[00:40:55,099 -> 00:40:55,800] 然后
[00:40:55,800 -> 00:40:56,300] 不是
[00:40:56,300 -> 00:40:57,300] 巴西完全没用
[00:40:57,300 -> 00:40:58,300] 建议我
[00:40:58,300 -> 00:40:58,900] 如果我
[00:40:58,900 -> 00:40:59,300] 建议
[00:40:59,300 -> 00:41:00,800] 如果我自己去的话
[00:41:00,800 -> 00:41:02,500] 或者我带未婚妻去的话
[00:41:02,500 -> 00:41:03,500] 去哪些国家
[00:41:03,500 -> 00:41:04,000] ok
[00:41:04,000 -> 00:41:07,159] 所以未婚妻了都已经是
[00:41:07,159 -> 00:41:07,519] 所以
[00:41:07,519 -> 00:41:08,559] 白颜政结婚了
[00:41:08,559 -> 00:41:09,360] 真的吗
[00:41:09,360 -> 00:41:09,880] OK
[00:41:09,880 -> 00:41:10,400] 哇
[00:41:12,800 -> 00:41:14,119] 你不知道啊姐
[00:41:14,119 -> 00:41:15,199] 我不知道
[00:41:15,199 -> 00:41:16,679] 我怎么知道
[00:41:16,679 -> 00:41:17,880] 朋友圈都有啊
[00:41:19,519 -> 00:41:21,159] 一直谈了很多年是吧
[00:41:21,159 -> 00:41:21,880] 没有
[00:41:21,880 -> 00:41:23,239] 不在谈过
[00:41:23,239 -> 00:41:23,599] 喂
[00:41:23,599 -> 00:41:25,000] 所以那我觉得那我很好奇我必须得问一些基本问题你先回答我的问题嘛你談了很多年是吧沒有沒有沒有談很多年那我覺得
[00:41:25,000 -> 00:41:26,000] 那我很好奇
[00:41:26,000 -> 00:41:28,000] 我必須得問一些基本問題
[00:41:28,000 -> 00:41:29,000] 你先回答我的問題吧
[00:41:31,000 -> 00:41:33,000] 那我也得知道你
[00:41:33,000 -> 00:41:34,000] 未婚妻適合什麼樣的人
[00:41:34,000 -> 00:41:35,000] 以便於我建議
[00:41:35,000 -> 00:41:36,000] 很戶外
[00:41:36,000 -> 00:41:38,000] 我建議什麼樣的旅行
[00:41:38,000 -> 00:41:39,000] 是最適合你們
[00:41:39,000 -> 00:41:40,000] 就是
[00:41:40,000 -> 00:41:41,000] 就是
[00:41:41,000 -> 00:41:42,000] 很不挑
[00:41:42,000 -> 00:41:43,000] 很接近自然
[00:41:43,000 -> 00:41:44,000] 自然OK
[00:41:44,000 -> 00:41:45,159] 也很願意體验不同的文化
[00:41:45,159 -> 00:41:46,480] 那我觉得秘鲁挺好的
[00:41:46,480 -> 00:41:47,639] 秘鲁有很多山
[00:41:47,639 -> 00:41:49,079] 有很多亚马逊
[00:41:49,599 -> 00:41:51,440] 就是秘鲁很大的
[00:41:51,440 -> 00:41:52,960] 你去过利马宾不代表
[00:41:52,960 -> 00:41:53,320] 对啊
[00:41:53,320 -> 00:41:55,119] 我觉得就吃的也挺好的
[00:41:55,119 -> 00:41:56,880] 你吃过阿尔华斯卡吗
[00:41:57,320 -> 00:41:58,480] 没有
[00:41:58,480 -> 00:41:59,679] 我去过
[00:41:59,679 -> 00:42:01,119] 其实我不能解决的
[00:42:01,119 -> 00:42:02,039] 但是就找到了
[00:42:02,039 -> 00:42:04,079] 我没有特别接近自然
[00:42:04,079 -> 00:42:06,659] 但我觉得秘鲁我有很多自然环境
[00:42:06,659 -> 00:42:07,380] 我可以说
[00:42:07,380 -> 00:42:07,940] OK
[00:42:07,940 -> 00:42:08,539] 是
[00:42:08,539 -> 00:42:10,179] OK 请你让开
[00:42:10,179 -> 00:42:11,699] 然后那个
[00:42:11,699 -> 00:42:13,900] 格萨利加
[00:42:13,900 -> 00:42:14,980] 肯定行
[00:42:14,980 -> 00:42:16,900] 那是最接近自然的地方
[00:42:16,900 -> 00:42:19,380] 你可以跟你的
[00:42:19,380 -> 00:42:20,820] 这段可以播播
[00:42:20,820 -> 00:42:22,139] 但是你可以计划一下
[00:42:22,139 -> 00:42:25,360] 那个有那种酒店就在树上
[00:42:26,239 -> 00:42:26,960] 树上
[00:42:26,960 -> 00:42:27,679] 直接在树上
[00:42:27,679 -> 00:42:28,280] 住屋那种
[00:42:28,280 -> 00:42:28,639] 对
[00:42:28,639 -> 00:42:29,559] 你就住在树上
[00:42:29,559 -> 00:42:31,400] 然后一个蹦床
[00:42:31,400 -> 00:42:32,760] 从床木
[00:42:32,760 -> 00:42:34,920] 那个树的上面的房子跳下来
[00:42:34,920 -> 00:42:35,559] 一个蹦床
[00:42:35,559 -> 00:42:36,480] 然后蹦床的跳下来
[00:42:36,480 -> 00:42:37,440] 我在想到现在
[00:42:37,440 -> 00:42:39,360] 怎么还没有出现不能播的
[00:42:39,360 -> 00:42:40,440] 需要播播的东西
[00:42:41,480 -> 00:42:43,400] 他可能还没说他想说的
[00:42:43,400 -> 00:42:44,840] 我刚才说的都不能播
[00:42:45,599 -> 00:42:46,599] 都可以播吗我不知道
[00:42:46,599 -> 00:42:47,599] 为啥私密的那种
[00:42:48,599 -> 00:42:49,599] 我不知道
[00:42:49,599 -> 00:42:50,599] Anyway
[00:42:50,599 -> 00:42:51,599] 没有 我说不能播
[00:42:51,599 -> 00:42:53,599] 是因为也许这是一个惊喜
[00:42:54,599 -> 00:42:55,599] 没关系
[00:42:55,599 -> 00:42:56,599] 没有 没有 不需要
[00:42:56,599 -> 00:42:57,599] 不需要
[00:42:57,599 -> 00:42:58,599] 我不需要
[00:42:59,599 -> 00:43:00,599] 不是 怎么可能
[00:43:00,599 -> 00:43:01,599] 因为所有女生都
[00:43:02,599 -> 00:43:04,599] 到这儿只剩一个女生了
[00:43:06,000 -> 00:43:07,000] 只剩一个女生都不看
[00:43:09,000 -> 00:43:11,000] 到這只剩一個女生了只剩一個你都沒問題
[00:43:11,000 -> 00:43:12,000] 那個時候對的
[00:43:12,000 -> 00:43:13,000] 就剩那一個就聊一下吧
[00:43:13,000 -> 00:43:15,000] 我們會一起肯定不看到這的
[00:43:17,000 -> 00:43:21,000] 而且就是你旅行不會有這種
[00:43:21,000 -> 00:43:24,000] 你對感情有什麼認知的問題
[00:43:24,000 -> 00:43:26,639] 這不是我怎麼可能订一个酒店
[00:43:26,639 -> 00:43:27,519] 然后不告诉他
[00:43:27,519 -> 00:43:28,840] 也许可以吧
[00:43:28,840 -> 00:43:30,000] 但是就很奇怪
[00:43:31,000 -> 00:43:33,320] 这个问题我觉得有点奇怪
[00:43:33,320 -> 00:43:36,039] 那也许有时候就是一个惊喜
[00:43:36,039 -> 00:43:39,440] 也许有时候就是一个你计划过的旅行
[00:43:39,440 -> 00:43:40,840] 他不一定知道细节
[00:43:40,840 -> 00:43:41,920] 这个可以啊
[00:43:41,920 -> 00:43:44,119] 这个你觉得有什么奇怪的吗
[00:43:44,599 -> 00:43:45,239] 也许不同的人会想的不一样知道細節這個可以啊這個你覺得有什麼奇怪的嗎
[00:43:48,320 -> 00:43:48,679] 也許不同的人會想的不一樣對對
[00:43:48,679 -> 00:43:49,440] 如果你會
[00:43:49,440 -> 00:43:52,280] 如果有一個女生給你驚喜
[00:43:52,280 -> 00:43:53,679] 你會我不喜歡驚喜
[00:43:53,679 -> 00:43:54,559] see
[00:43:54,559 -> 00:43:55,000] 我不喜歡
[00:43:55,000 -> 00:43:55,760] 對吧
[00:43:55,760 -> 00:43:56,119] 對吧
[00:43:56,119 -> 00:43:57,880] 就是有的人是不喜歡驚喜的呀
[00:43:57,880 -> 00:43:58,280] 啊
[00:43:59,519 -> 00:44:00,400] 就這個意思
[00:44:00,400 -> 00:44:02,000] 就這個意思
[00:44:02,000 -> 00:44:02,320] 哇
[00:44:02,320 -> 00:44:02,639] OK
[00:44:02,639 -> 00:44:04,880] 那基本問題來了
[00:44:05,000 -> 00:44:07,000] 呃就啥時候的事啊最真的意思哇 OK那基本问题来了嗯
[00:44:07,000 -> 00:44:09,000] 啥时候的事啊
[00:44:09,000 -> 00:44:10,000] 不知道
[00:44:10,000 -> 00:44:12,000] 去年五月的事
[00:44:12,000 -> 00:44:14,000] 我真的 我看你朋友圈
[00:44:14,000 -> 00:44:15,000] 但是我刚才
[00:44:15,000 -> 00:44:17,000] 不知道 现在看熟了吧
[00:44:17,000 -> 00:44:19,000] 去年五月求婚的
[00:44:19,000 -> 00:44:20,000] 哦
[00:44:20,000 -> 00:44:22,000] 那我错过太多次了
[00:44:22,000 -> 00:44:25,000] 我光知道你在深圳
[00:44:27,000 -> 00:44:28,000] 游戏也没说
[00:44:28,000 -> 00:44:30,000] 我邮件求婚的
[00:44:32,000 -> 00:44:33,000] 啥时候认识的你
[00:44:33,000 -> 00:44:35,000] 去年二月
[00:44:35,000 -> 00:44:36,000] 不是 二一年二月
[00:44:36,000 -> 00:44:37,000] 去年是二一年二月
[00:44:37,000 -> 00:44:38,000] 去二一年二月
[00:44:38,000 -> 00:44:39,000] 你咋求的呀
[00:44:39,000 -> 00:44:40,000] 就是邮件
[00:44:40,000 -> 00:44:41,000] 邮件
[00:44:41,000 -> 00:44:43,000] 然后他视频打回来
[00:44:43,000 -> 00:44:44,000] 同意的
[00:44:44,000 -> 00:44:46,000] 一封长邮件还是几句话
[00:44:46,000 -> 00:44:47,400] 我们每周都会写一封邮件
[00:44:47,400 -> 00:44:49,000] 就是一个没有主题的邮件
[00:44:49,000 -> 00:44:50,440] 我们每周都会写一封邮件
[00:44:50,440 -> 00:44:52,559] 所以说那个是每周邮件之一
[00:44:52,559 -> 00:44:54,440] 然后那个的
[00:44:54,440 -> 00:44:58,360] 对就是一开始写的时候没有这个计划
[00:44:58,360 -> 00:45:01,000] 写到结尾的时候就成功了
[00:45:01,000 -> 00:45:02,920] 也挺浪漫的
[00:45:02,920 -> 00:45:04,280] 那是不见求其他
[00:45:04,280 -> 00:45:06,000] 简陋然后就求婚了也挺浪漫的邮件求婚
[00:45:07,000 -> 00:45:08,000] 简陋
[00:45:10,000 -> 00:45:11,000] 但你们不可能只是通过邮件交流
[00:45:12,000 -> 00:45:13,000] 那当然了微信视频各种
[00:45:14,000 -> 00:45:16,000] 但是这个期间你们一直那么异地吗
[00:45:17,000 -> 00:45:19,000] 中间都回来了一下
[00:45:20,000 -> 00:45:22,000] 这是你在西雅图的时候认识的还是
[00:45:23,000 -> 00:45:24,000] 在西雅图时候认识的
[00:45:25,280 -> 00:45:28,760] 你为什么决定跟这个人去红外
[00:45:28,760 -> 00:45:33,199] 这是一个非常非常大的问题
[00:45:33,199 -> 00:45:34,639] 对吧
[00:45:34,639 -> 00:45:37,119] 说大也大 说小也小
[00:45:37,119 -> 00:45:38,800] 你这个从来没有女朋友的人
[00:45:38,800 -> 00:45:39,679] 来说这个问题
[00:45:39,679 -> 00:45:40,800] 说大也大 说小也小
[00:45:40,800 -> 00:45:42,719] 你有什么资格说这种话
[00:45:42,719 -> 00:45:44,320] 这就是歧视恋了
[00:45:44,320 -> 00:45:45,000] 这就是被骂了他向你学习我就是想你有什么资格说这种话这就是欺世恋了这就是被欺世恋了
[00:45:45,000 -> 00:45:46,079] 他向你学习
[00:45:46,079 -> 00:45:48,639] 我就是有这种资格比试题
[00:45:50,079 -> 00:45:51,599] 他想说反驳的原因
[00:45:51,599 -> 00:45:53,400] 那我当然有反驳的原因
[00:45:53,400 -> 00:45:54,199] 你都反驳
[00:45:54,199 -> 00:45:54,920] 当然有反驳
[00:45:56,079 -> 00:45:58,079] 我只是不想跟别人求婚
[00:45:58,079 -> 00:46:00,239] 但我想我还是可以求的
[00:46:00,239 -> 00:46:00,679] 对
[00:46:01,360 -> 00:46:02,719] 这个绝对有反驳的原因
[00:46:02,719 -> 00:46:05,159] 王宝是肯定在想自己做了那么多事情
[00:46:05,159 -> 00:46:06,280] 都没有求婚成功
[00:46:06,280 -> 00:46:08,199] 为什么你发了个邮件
[00:46:08,199 -> 00:46:10,360] 求婚对我是个太大的决定
[00:46:10,360 -> 00:46:12,679] 我觉得表白是很正常的
[00:46:12,679 -> 00:46:13,840] 但是求婚
[00:46:13,840 -> 00:46:14,480] 是吗
[00:46:14,480 -> 00:46:16,559] 我觉得是另一件事情
[00:46:16,559 -> 00:46:19,760] 所以我还很好奇为什么
[00:46:19,760 -> 00:46:21,000] 就what happened
[00:46:21,000 -> 00:46:24,079] 就突然间就一定要这样
[00:46:24,079 -> 00:46:25,800] 不能没有
[00:46:25,800 -> 00:46:27,400] 对吧
[00:46:27,400 -> 00:46:29,000] 所以就遇到对的人
[00:46:29,000 -> 00:46:30,699] 就是你说可以复杂可以简单
[00:46:30,699 -> 00:46:32,099] 简单就是遇到对的人
[00:46:32,099 -> 00:46:33,500] 就对的人让你觉得
[00:46:33,500 -> 00:46:33,900] 哦
[00:46:33,900 -> 00:46:35,099] 我想求婚
[00:46:35,099 -> 00:46:35,699] 是这样
[00:46:35,699 -> 00:46:37,099] 我想跟这个人结婚
[00:46:37,099 -> 00:46:39,000] 当然这个
[00:46:39,000 -> 00:46:40,800] 但这种答案就没有意义
[00:46:40,800 -> 00:46:46,000] 这种东西就正好發生了
[00:46:46,000 -> 00:46:47,000] I am lucky
[00:46:47,000 -> 00:46:48,000] I am the lucky one
[00:46:48,000 -> 00:46:49,000] 對啊
[00:46:49,000 -> 00:46:50,000] Yeah so
[00:46:50,000 -> 00:46:52,000] 不是這是這個事情的truth
[00:46:52,000 -> 00:46:54,000] 它不是沒有意義
[00:46:54,000 -> 00:46:56,000] 它對你沒有參考價值
[00:46:56,000 -> 00:46:57,000] 當然它不可能對你有參考價值
[00:46:57,000 -> 00:46:59,000] 對這是一個更analytical的
[00:46:59,000 -> 00:47:00,000] 對這倒是
[00:47:00,000 -> 00:47:01,000] 對當然它有意義
[00:47:01,000 -> 00:47:02,000] 對外有參考價值
[00:47:02,000 -> 00:47:04,000] 有負面參考價值
[00:47:04,000 -> 00:47:05,500] 哈哈哈哈哈哈負面因為好吧我直接告訴你那倒是对 当然有意义对我来说有参考价值有负面参考价值哈哈哈
[00:47:05,500 -> 00:47:06,500] 负面
[00:47:06,500 -> 00:47:07,500] 因为
[00:47:07,500 -> 00:47:08,500] 好吧 我直接告诉你
[00:47:08,500 -> 00:47:10,500] 我当时那个就是第一原因和第二原因
[00:47:10,500 -> 00:47:11,500] 不是
[00:47:11,500 -> 00:47:12,500] 我听
[00:47:12,500 -> 00:47:13,500] 就是
[00:47:13,500 -> 00:47:14,500] 广告回来了
[00:47:14,500 -> 00:47:15,500] 单身的第一原因和第二原因
[00:47:15,500 -> 00:47:17,500] 单身的第一原因在我看来是
[00:47:17,500 -> 00:47:19,500] 不够想脱单
[00:47:19,500 -> 00:47:21,500] 就比如说你说的那个
[00:47:21,500 -> 00:47:22,500] 对自我认知太高
[00:47:22,500 -> 00:47:23,500] 那就是不够想脱单
[00:47:23,500 -> 00:47:24,500] 你只要想脱单
[00:47:24,500 -> 00:47:25,119] 你觉得脱单足只要想脱单
[00:47:25,119 -> 00:47:26,519] 你觉得脱单足够重要
[00:47:26,519 -> 00:47:28,320] 那你肯定会更将就的
[00:47:28,320 -> 00:47:28,840] 对吧
[00:47:28,840 -> 00:47:30,039] 就肯定是这样的
[00:47:30,039 -> 00:47:33,639] 就是或者说要求足够太高什么的
[00:47:33,639 -> 00:47:35,039] 那只要你足够想脱单
[00:47:35,039 -> 00:47:36,239] 肯定要求不会那么高的
[00:47:36,239 -> 00:47:37,519] 你要求之所以那么高
[00:47:37,519 -> 00:47:40,760] 是因为你觉得这个要求比脱单对你更重要
[00:47:40,760 -> 00:47:42,559] 经济学家的论词不过来
[00:47:42,559 -> 00:47:43,199] make sense
[00:47:43,199 -> 00:47:44,199] 那第二呢
[00:47:44,199 -> 00:47:48,000] 就是你的exposure不夠廣
[00:47:49,000 -> 00:47:50,000] 絕大多數我覺得
[00:47:50,000 -> 00:47:51,000] 就是或者說
[00:47:51,000 -> 00:47:53,000] 我給想脫單的人的第一線
[00:47:53,000 -> 00:47:56,000] 也就是多認識士林異性
[00:47:56,000 -> 00:47:57,000] 就這麼一個
[00:47:57,000 -> 00:47:59,000] 對士林單身異性
[00:47:59,000 -> 00:48:01,000] 絕大絕對都是
[00:48:01,000 -> 00:48:03,000] 絕大多數都是因為這個
[00:48:03,000 -> 00:48:05,239] 因為你有各種技巧對吧
[00:48:05,239 -> 00:48:06,199] 你有各種提高轉換力
[00:48:06,199 -> 00:48:08,239] 但你最重要的是還是找到適合的人
[00:48:08,239 -> 00:48:09,440] 你的技巧再差
[00:48:09,440 -> 00:48:11,480] 你的技巧再差
[00:48:11,480 -> 00:48:14,039] 先把用戶塗放亮一點
[00:48:14,039 -> 00:48:16,440] 用戶素性增加
[00:48:16,440 -> 00:48:17,639] 然後再說
[00:48:17,639 -> 00:48:20,280] 士林怎麼定義
[00:48:20,280 -> 00:48:23,679] 你對你的士林
[00:48:23,679 -> 00:48:25,960] 就首先他覺得你是识别的
[00:48:25,960 -> 00:48:27,320] 然后你觉得他就是识别的
[00:48:27,320 -> 00:48:29,079] 这就是情味了
[00:48:29,079 -> 00:48:31,079] 你的意思是你的範圍很广
[00:48:31,079 -> 00:48:32,920] 感觉到了
[00:48:32,920 -> 00:48:36,519] 涛哥 来试一下
[00:48:36,519 -> 00:48:37,960] 就正负十度可以
[00:48:37,960 -> 00:48:41,000] 对话的涛哥压力太大了
[00:48:45,519 -> 00:48:46,119] 懂他 认识他20多大了懂他
[00:48:46,119 -> 00:48:47,360] 认识他20多年了
[00:48:47,360 -> 00:48:47,920] 懂他
[00:48:47,920 -> 00:48:48,440] 对
[00:48:51,280 -> 00:48:52,760] 那你们对深圳这个城市
[00:48:52,760 -> 00:48:54,320] 你们在这就是属于已经
[00:48:54,320 -> 00:48:55,239] 我刚失眠
[00:48:55,239 -> 00:48:56,079] 我刚失眠
[00:48:56,360 -> 00:48:57,000] 你知道吗
[00:48:57,320 -> 00:48:57,800] 我啊
[00:48:57,800 -> 00:48:59,440] 我19年才过来的
[00:48:59,800 -> 00:49:00,519] 19年
[00:49:00,519 -> 00:49:01,519] 他以前在广州
[00:49:01,519 -> 00:49:02,320] 我以前在广州
[00:49:03,119 -> 00:49:04,079] 感觉怎么样
[00:49:04,719 -> 00:49:05,880] 我就很喜欢这儿
[00:49:05,880 -> 00:49:07,599] 我觉得跟深圳一起
[00:49:07,599 -> 00:49:08,960] 就成长发展
[00:49:08,960 -> 00:49:14,440] 我刚来就决定就待在这儿
[00:49:14,440 -> 00:49:17,920] 我第一次来深圳是
[00:49:17,920 -> 00:49:21,960] 09年嘛
[00:49:21,960 -> 00:49:24,159] 09年读大学
[00:49:24,159 -> 00:49:28,159] 就高考完之后马上就來深圳過來玩
[00:49:29,800 -> 00:49:30,800] 我們來個Shop
[00:49:30,800 -> 00:49:32,000] 今天都喝酒嗎
[00:49:32,559 -> 00:49:33,960] 我們喝 他們三個喝
[00:49:33,960 -> 00:49:35,239] 你們三個酒嗎
[00:49:35,239 -> 00:49:36,800] 哇 謝謝
[00:49:36,800 -> 00:49:38,599] 那我幫你倒一個沒有酒精的吧
[00:49:38,599 -> 00:49:39,719] 好啊 謝謝
[00:49:39,719 -> 00:49:40,239] 好
[00:49:41,599 -> 00:49:43,199] 大家好 喝了一杯
[00:49:43,199 -> 00:49:44,119] 這是金酒嗎
[00:49:44,119 -> 00:49:45,599] 對 這是金酒你等我一下就好我給你倒一杯这是金酒吗对 这是金酒
