[00:00:00,000 -> 00:00:01,240] 大家好
[00:42:16,000 -> 00:42:18,000] 我就不在這再重複了
[00:42:18,000 -> 00:42:20,000] 我覺得如果想了解的小夥伴
[00:42:20,000 -> 00:42:22,000] 直接去看品牌線上的文章就好了
[00:42:22,000 -> 00:42:27,800] 因為比如說你怎麼做DG和Marketing你覺得什麼時候建inhouse的團隊
[00:42:27,800 -> 00:42:30,340] 什麼時候用外面在這邊都講
[00:42:30,340 -> 00:42:31,840] 那我這就再問一下
[00:42:31,840 -> 00:42:33,800] 這個中國供應鏈這件事情吧
[00:42:33,800 -> 00:42:35,000] 就是我們中國供應鏈
[00:42:35,000 -> 00:42:36,880] 首先是有這個製造的
[00:42:36,880 -> 00:42:38,300] 然後剛才你似乎已經回答了
[00:42:38,300 -> 00:42:39,000] 我第一個問題
[00:42:39,000 -> 00:42:40,380] 我第一個問題就是說
[00:42:40,380 -> 00:42:41,719] 我們中國製造的產品
[00:42:41,719 -> 00:42:44,500] 能不能滿足海外高端消費者
[00:42:44,500 -> 00:42:46,599] 然後如果我們抵犯海外高端消費者
[00:42:46,599 -> 00:42:49,000] 是這個就是前幾年這一代的話
[00:42:49,000 -> 00:42:52,000] 我覺得你的答案是可以的對吧
[00:42:52,000 -> 00:42:54,599] 因為我們質量啊或者研發能力啊
[00:42:54,599 -> 00:42:56,000] 什麼各方面都很好
[00:42:56,000 -> 00:42:58,199] 那我第二個問題是挑戰是什麼
[00:42:58,199 -> 00:43:00,199] 就是比如說你的物流啊
[00:43:00,199 -> 00:43:02,400] 或者大家對中國製造的這個印象啊
[00:43:02,400 -> 00:43:05,719] 或者說是這個國際環境 關稅等等
[00:43:05,719 -> 00:43:07,960] 我覺得這些挑戰都還好
[00:43:07,960 -> 00:43:09,719] 最大的挑戰還是
[00:43:09,719 -> 00:43:13,320] 對消費者的真實的理解
[00:43:13,320 -> 00:43:14,360] 特別是雅多出海
[00:43:14,360 -> 00:43:17,880] 其實真的就是要對本地的消費者要非常的理解
[00:43:17,880 -> 00:43:18,960] 因為我當時記得
[00:43:18,960 -> 00:43:20,039] 剛開始做奧斯的時候
[00:43:20,039 -> 00:43:23,000] 我是自己去跑了20多家我的鄰居
[00:43:23,000 -> 00:43:26,679] 然後去跟有後院的人去採訪
[00:43:26,679 -> 00:43:28,840] 然後就真的他們去後院去看一下
[00:43:28,840 -> 00:43:30,519] 他們現在用的什麼東西等等等等
[00:43:30,519 -> 00:43:33,199] 所以這樣的條件可能對很多中國的團隊來說
[00:43:33,199 -> 00:43:34,079] 可能是有點難
[00:43:34,079 -> 00:43:36,719] 那麼這裡面我覺得是有一種方法
[00:43:36,719 -> 00:43:40,719] 就是說怎麼樣去在美國這邊去找
[00:43:40,719 -> 00:43:42,639] 特別是可能在美國的一些華人
[00:43:42,639 -> 00:43:44,760] 可能在溝通成本上可能會低很多
[00:43:44,760 -> 00:43:46,760] 就是他在美國生活一段時間
[00:43:46,760 -> 00:43:48,280] 然後知道這些
[00:43:48,280 -> 00:43:51,719] 可能mainstream的這些主流的這些生活是
[00:43:51,719 -> 00:43:53,000] 怎麼樣的一個習慣等等
[00:43:53,000 -> 00:43:54,760] 我覺得這個生活習慣
[00:43:54,760 -> 00:43:57,239] 這些東西其實就是為什麼你剛剛說
[00:43:57,239 -> 00:43:59,840] 為什麼中國的這些品牌在中國做得很好
[00:43:59,840 -> 00:44:02,440] 因為他是對中國的消費者非常的
[00:44:02,440 -> 00:44:04,119] 接近非常理解對不對
[00:44:04,119 -> 00:44:06,960] 他能做到就是適合這個市場的東西
[00:44:06,960 -> 00:44:08,639] 包括他的文案,圖片等等
[00:44:08,639 -> 00:44:11,199] 每一個小細節,他每一個網絡用語
[00:44:11,199 -> 00:44:13,559] 或者是每一個小的幽默點
[00:44:13,559 -> 00:44:14,400] 他都能get到
[00:44:14,400 -> 00:44:15,679] 但是他一到美國來
[00:44:15,679 -> 00:44:17,079] 他突然之間就是
[00:44:17,079 -> 00:44:18,880] 旱鴨子一樣不能游泳的感覺
[00:44:18,880 -> 00:44:22,360] 就是你怎麼去找本地的團隊
[00:44:22,360 -> 00:44:25,320] 然後怎麼去信任他去做這個事情
[00:44:25,320 -> 00:44:28,280] 我覺得這是一個很大的一個需要去做的事
[00:44:28,280 -> 00:44:30,559] 那正好又到了我下一個問題了
[00:44:30,559 -> 00:44:32,760] 我最後一個問題是關於人啊
[00:44:32,760 -> 00:44:34,519] 就是這兩個
[00:44:34,519 -> 00:44:37,119] 這有幾個其實是三個人
[00:44:37,119 -> 00:44:38,320] 或者說是三組人
[00:44:38,320 -> 00:44:39,280] 一組人是你
[00:44:39,280 -> 00:44:41,320] 就是你為什麼做成了
[00:44:41,320 -> 00:44:42,480] 第二個是你的合夥人
[00:44:42,480 -> 00:44:44,039] 聽起來你的合夥人很重要
[00:44:44,039 -> 00:44:45,639] 然後我想問的其實是你怎麼找是你的合夥人聽起來你的合夥人很重要然後我想問的其實是
[00:44:45,639 -> 00:44:47,039] 你怎麼找到這個合夥人
[00:44:47,039 -> 00:44:50,400] 和為什麼你會去trust合夥人
[00:44:50,400 -> 00:44:53,280] 和你在這個和他的合作過程中
[00:44:53,280 -> 00:44:55,639] 就是比如說你們花了14個月
[00:44:55,639 -> 00:44:57,559] 才把這個產品給研發出來
[00:44:57,559 -> 00:44:59,880] 那這過程中你們兩個又是怎麼磨合的
[00:44:59,880 -> 00:45:01,920] 那最後一個就是這個本地團隊了
[00:45:01,920 -> 00:45:04,400] 就是你現在已經有40多個人的本地團隊
[00:45:04,400 -> 00:45:06,800] 這些本地團隊的人都在做什麼
[00:45:06,800 -> 00:45:09,400] 和他怎麼說
[00:45:09,400 -> 00:45:13,559] 是不是其他的一個出海電商
[00:45:13,559 -> 00:45:15,960] 如果想真的做好一個
[00:45:15,960 -> 00:45:16,800] 我們不說品牌了
[00:45:16,800 -> 00:45:17,800] 我們說產品
[00:45:17,800 -> 00:45:19,559] 想做好一個這樣的產品的話
[00:45:19,559 -> 00:45:21,840] 他需要一個很大的本地團隊
[00:45:21,840 -> 00:45:24,480] 那我們就先從最後一個說吧
[00:45:24,480 -> 00:45:26,800] 因為剛剛講的就是本地團隊你覺得本地團隊那我們就先從最後一個說吧因為剛剛講的就是這個本地團隊
[00:45:26,800 -> 00:45:28,000] 你覺得這個本地團隊
[00:45:28,000 -> 00:45:29,079] 他們現在都在做什麼
[00:45:29,079 -> 00:45:32,079] 和這個東西有多大程度上是非常必要的
[00:45:32,079 -> 00:45:34,599] 我覺得本地團隊它的優勢是
[00:45:34,599 -> 00:45:37,119] 剛剛講到就是對文化層面的深刻理解
[00:45:37,119 -> 00:45:38,119] 那特別是在
[00:45:38,119 -> 00:45:41,239] 說細了就是在營銷和在文案
[00:45:41,239 -> 00:45:47,519] 然後像圖片啊 視頻啊這些在媒體的製作方面
[00:45:47,519 -> 00:45:49,159] Content所謂的,對不對?
[00:45:49,159 -> 00:45:52,280] 在這個Brand上面的一些見解
[00:45:52,280 -> 00:45:55,559] 那我覺得做Branding的,做Content的人才
[00:45:55,559 -> 00:45:57,920] 我覺得最好是要在本地去找
[00:45:57,920 -> 00:46:00,000] 你在哪找的?
[00:46:00,000 -> 00:46:02,440] 我去Recruit都是LA本地的
[00:46:02,440 -> 00:46:06,000] 就是做了電商好多年
[00:46:06,000 -> 00:46:09,079] 然後像我們的那個VP of product
[00:46:09,079 -> 00:46:10,239] 做這個電子產品
[00:46:10,239 -> 00:46:12,239] 剛開始branding他來去策劃的
[00:46:12,239 -> 00:46:16,239] 是Nike Innovation Lab那邊加入我們的
[00:46:16,239 -> 00:46:19,079] 然後我們的VP of marketing是做
[00:46:19,079 -> 00:46:21,559] 有十幾年的這種線上營銷的
[00:46:21,559 -> 00:46:23,880] 就是performance和這個brand marketing的
[00:46:23,880 -> 00:46:26,159] 這樣一個背景的這樣一個一個人
[00:46:26,159 -> 00:46:27,679] 所以都是在本地找的
[00:46:27,679 -> 00:46:28,960] Banking上還是
[00:46:29,519 -> 00:46:32,800] 不是這兩個的話有一個是投資人推薦
[00:46:32,800 -> 00:46:33,920] 另外一個是
[00:46:34,480 -> 00:46:37,679] 另外一個好像是我去找他請教個東西
[00:46:37,679 -> 00:46:38,880] 然後跟他講這個東西的時候
[00:46:38,880 -> 00:46:39,920] 他被我們感染了
[00:46:39,920 -> 00:46:42,000] 他說ok他先做我們投資人
[00:46:42,000 -> 00:46:43,440] 然後天使投資人
[00:46:43,440 -> 00:46:45,559] 後來說那我加入你們全職幹好了
[00:46:45,559 -> 00:46:46,559] 然後他就加入我們
[00:46:46,559 -> 00:46:49,360] 那你怎麼找到這樣的人去請教呢
[00:46:49,360 -> 00:46:51,000] 就是你肯定請教了很多人對吧
[00:46:51,000 -> 00:46:53,639] 就是你就是有的人想請教都找不到人請教
[00:46:53,639 -> 00:46:55,280] 你是怎麼找到人去請教的
[00:46:55,280 -> 00:46:56,639] 就通過network呀
[00:46:56,639 -> 00:46:58,639] 像剛剛第一個的話是投資人對吧
[00:46:58,639 -> 00:47:01,360] 然後第二個的話是通過
[00:47:01,360 -> 00:47:03,119] 那個他其實是個vendor吧
[00:47:03,119 -> 00:47:06,000] 當時他是做branding的一些service然後我就直接找他們去他是一個Vendor,做一些服務
[00:47:06,000 -> 00:47:08,000] 然後我就直接找他們去
[00:47:08,000 -> 00:47:15,000] 當然通過Network去Referral
[00:47:15,000 -> 00:47:18,000] 因為現在我不知道你的聽眾可能很多是在國內或怎麼樣
[00:47:18,000 -> 00:47:21,000] 在美國的話,肯定就是用LinkedIn
[00:47:21,000 -> 00:47:26,199] 你的LinkedIn肯定是要把它給做得更加的完整一點
[00:47:26,199 -> 00:47:28,599] 然後用LinkedIn可以去re-shoutout所有的人
[00:47:28,599 -> 00:47:30,960] 可以說在這個地理世界
[00:47:30,960 -> 00:47:32,960] 包括我的合夥人就是在LinkedIn上認識的
[00:47:32,960 -> 00:47:36,079] 所以我覺得這是一方面
[00:47:36,079 -> 00:47:37,840] 第二方面的話可能是
[00:47:39,639 -> 00:47:42,199] 甚至我覺得現在如果是國內的
[00:47:42,199 -> 00:47:44,400] 我其實現在發現越來越多國內的一些大廠
[00:47:44,400 -> 00:47:46,599] 或者是很多資源的這樣一個團隊
[00:47:46,599 -> 00:47:49,400] 他其實想去找這邊的人才
[00:47:49,400 -> 00:47:51,800] 我覺得甚至可以找一些recruiter之類的
[00:47:51,800 -> 00:47:53,280] 先讓他們直接幫你去聯繫
[00:47:53,280 -> 00:47:54,480] 我覺得也是不妨的
[00:47:54,480 -> 00:47:57,039] 也是一個不錯的做法
[00:47:57,039 -> 00:47:59,280] 但最主要的是他這個決心就是說
[00:47:59,280 -> 00:48:00,840] 你必須要相信這個東西
[00:48:00,840 -> 00:48:03,039] 就是要拿本地團隊去做
[00:48:03,039 -> 00:48:05,679] 就好像美國公司如果要進中國市場
[00:48:05,679 -> 00:48:10,480] 他一定要是跟中國本土團隊的
[00:48:10,480 -> 00:48:12,920] 不然他就出現eBay這樣的一個爛攤子
[00:48:12,920 -> 00:48:13,519] 對不對
[00:48:13,519 -> 00:48:14,280] 對
[00:48:14,280 -> 00:48:15,280] Wargaming Machine
[00:48:15,280 -> 00:48:17,760] 對
[00:48:17,760 -> 00:48:19,559] 其實講這個東西我覺得非常有道理
[00:48:19,559 -> 00:48:22,880] 因為我當時我在一年前幫一個學長
[00:48:22,880 -> 00:48:24,000] 他是做Cycle
[00:48:24,000 -> 00:48:27,280] 叫Cycle他是做這個就是團腹定制
[00:48:27,280 -> 00:48:28,639] 在國內做得很大了
[00:48:28,639 -> 00:48:30,280] 三年做了三個億的銷量
[00:48:30,280 -> 00:48:32,440] 然後他想開始做美國
[00:48:32,440 -> 00:48:33,920] 但是他們現在沒有在做美國
[00:48:33,920 -> 00:48:35,800] 因為他們開始在國內做土幣
[00:48:35,800 -> 00:48:38,079] 他們現在在Focus國內土幣的東西
[00:48:38,079 -> 00:48:39,760] 但是他當時來美國
[00:48:39,760 -> 00:48:41,920] 他其實是我的就是PhD學長
[00:48:41,920 -> 00:48:43,559] 在這已經生活了七八年
[00:48:43,559 -> 00:48:44,519] 然後回國創業的
[00:48:44,519 -> 00:48:45,559] 他來了以後
[00:48:45,559 -> 00:48:46,519] 他第一想法就是說
[00:48:46,519 -> 00:48:48,000] 我要找美國當地人
[00:48:48,000 -> 00:48:49,960] 甚至他希望找一個40歲的
[00:48:49,960 -> 00:48:52,880] 中年猶太人來去做這個
[00:48:52,880 -> 00:48:54,360] 來去做他們的這個
[00:48:54,360 -> 00:48:56,159] 就是Face
[00:48:56,159 -> 00:48:57,960] 然後他們要去找本地俱樂部
[00:48:57,960 -> 00:49:00,400] 踢球的這些人去這個做推廣
[00:49:00,400 -> 00:49:01,519] 就是我覺得這些想法
[00:49:01,519 -> 00:49:03,360] 他我當時非常認可他的想法
[00:49:03,360 -> 00:49:05,539] 我覺得這些想法就是非常對的就是你要找人
[00:49:05,539 -> 00:49:08,400] 但是很多人可能沒有找人的能力
[00:49:08,400 -> 00:49:10,199] 但是可能你在這個行業裡面
[00:49:10,199 -> 00:49:12,539] 深耕以後總是有辦法的
[00:49:12,539 -> 00:49:15,179] 那說到這個團隊
[00:49:15,179 -> 00:49:17,199] 就是你做品牌做市場部
[00:49:17,199 -> 00:49:18,639] 或者說你就是應該
[00:49:18,639 -> 00:49:20,139] Build一個本土化的團隊
[00:49:20,139 -> 00:49:22,380] 最後你提供這個產品
[00:49:22,380 -> 00:49:24,420] 應該就比一個
[00:49:24,420 -> 00:49:26,599] 從國內遙控很多東西要好很多
[00:49:26,599 -> 00:49:30,400] 我們看到了海外有很多到中國的企業失敗的例子
[00:49:30,400 -> 00:49:32,400] 那我們也不要重蹈覆轍
[00:49:32,400 -> 00:49:34,599] 那另外一個就是你和你的合夥人吧
[00:49:34,599 -> 00:49:38,199] 我覺得這個東西是創業很重要的一件事情
[00:49:38,199 -> 00:49:40,800] 那你們當時是怎麼磨合的
[00:49:40,800 -> 00:49:45,500] 為什麼可以在14個月的研發週期的情況下大家還保持鬥志
[00:49:45,500 -> 00:49:47,500] 我覺得回答這個問題可能要想到
[00:49:47,500 -> 00:49:49,000] 我是怎麼認識他
[00:49:49,000 -> 00:49:50,500] 然後是怎麼說服他加入我
[00:49:50,500 -> 00:49:58,000] 那是在我17年的6月30號晚上的10點11分
[00:49:58,000 -> 00:50:00,500] 我給他發了一個那個LinkedIn
[00:50:00,500 -> 00:50:02,000] 我為什麼記得那麼清楚我待會會講
[00:50:02,000 -> 00:50:05,000] 就是我當然給他發了一個LinkedIn的這個信息
[00:50:05,000 -> 00:50:07,000] 然後他其實過了十分鐘就給我回了
[00:50:07,000 -> 00:50:10,000] 然後你也知道如果你用LinkedIn的話
[00:50:10,000 -> 00:50:12,000] 一般沒有人會那麼快回
[00:50:12,000 -> 00:50:13,000] 如果要回已經不錯了
[00:50:13,000 -> 00:50:15,000] 然後而且是那麼快回其實很少
[00:50:15,000 -> 00:50:16,000] 因為很spammy嘛
[00:50:16,000 -> 00:50:17,000] 就是大家都回家
[00:50:17,000 -> 00:50:20,000] 然後大部分都是賣貨的或賣服務的
[00:50:20,000 -> 00:50:22,000] 但當時我就用一句話我就說
[00:50:22,000 -> 00:50:25,000] 因為他當時在Casper做這個產品副總
[00:50:25,000 -> 00:50:29,000] 那我當時邏輯說我要去找這個Casper當時做得很好嘛
[00:50:29,000 -> 00:50:30,000] 然後我說要去找他們取經
[00:50:30,000 -> 00:50:32,000] 然後要問問他們他們這個看法
[00:50:32,000 -> 00:50:33,000] 然後我就用一句話
[00:50:33,000 -> 00:50:35,000] 我說我想要在Casper做服務裝置
[00:50:35,000 -> 00:50:36,000] 我的家庭有一個工廠
[00:50:36,000 -> 00:50:40,000] 我想要做Casper這樣的一個戶外工具
[00:50:40,000 -> 00:50:41,000] 戶外家具工廠
[00:50:41,000 -> 00:50:42,000] 戶外家具品牌
[00:50:42,000 -> 00:50:43,000] 然後家裡有個工廠
[00:50:43,000 -> 00:50:45,000] 我就想跟你聯繫對不對
[00:50:45,000 -> 00:50:46,000] 那麼就這一句話
[00:50:46,000 -> 00:50:47,000] 他當時就回了
[00:50:47,000 -> 00:50:49,000] 後來他
[00:50:49,000 -> 00:50:51,000] 後來我為什麼知道
[00:50:51,000 -> 00:50:52,000] 記得這個呢
[00:50:52,000 -> 00:50:53,000] 因為這正好是我
[00:50:53,000 -> 00:50:54,000] 合夥人的生日那天晚上
[00:50:54,000 -> 00:50:55,000] 心情很好
[00:50:55,000 -> 00:50:56,000] 然後他說他一般不會回
[00:50:56,000 -> 00:50:58,000] 但當時他有幾個keywords
[00:50:58,000 -> 00:50:59,000] 打動了他
[00:50:59,000 -> 00:51:00,000] 他就決定就回
[00:51:00,000 -> 00:51:01,000] 我第二天跟他
[00:51:01,000 -> 00:51:02,000] 打了大概兩個小時電話
[00:51:02,000 -> 00:51:03,000] 跟他講了
[00:51:03,000 -> 00:51:04,000] 就是我這個想法
[00:51:04,000 -> 00:51:06,440] 他其實當時還是有點這個skeptical
[00:51:06,440 -> 00:51:07,840] 他說這個東西
[00:51:07,840 -> 00:51:10,880] 而且我當時不知道他原來是Pottery Barn的總設計師
[00:51:10,880 -> 00:51:11,519] 你知道嗎
[00:51:11,519 -> 00:51:13,039] 這是一個surprise
[00:51:13,039 -> 00:51:14,480] 因為你要加了Lincoln才知道
[00:51:14,480 -> 00:51:17,119] 看到他的所有的那個experience
[00:51:17,119 -> 00:51:17,960] 我才看到了
[00:51:17,960 -> 00:51:20,559] 他說哇他原來是這個Pottery Barn的總設計師
[00:51:20,559 -> 00:51:24,400] 那這比他的Casper的這個經驗是更加的這個relevant
[00:51:24,400 -> 00:51:25,000] 是這樣子的
[00:51:25,000 -> 00:51:27,000] 所以當時跟他打電話
[00:51:27,000 -> 00:51:28,000] 然後再過一周
[00:51:28,000 -> 00:51:30,000] 他在灣區,我在LA
[00:51:30,000 -> 00:51:32,000] 然後我就飛到灣區去見他
[00:51:32,000 -> 00:51:33,000] 所謂的做founder dating
[00:51:33,000 -> 00:51:34,000] 然後我記得挺深刻的
[00:51:34,000 -> 00:51:36,000] 就是跟他聊了一天
[00:51:36,000 -> 00:51:38,000] 然後但我們聊得很少
[00:51:38,000 -> 00:51:40,000] 反而很少說我們這個產品做什麼
[00:51:40,000 -> 00:51:43,000] 當時還不是說要找他做我合夥人
[00:51:43,000 -> 00:51:45,239] 只是說去get to know him
[00:51:45,239 -> 00:51:47,159] 然後我大概就是說
[00:51:47,440 -> 00:51:49,800] 想去嘗試問他想不想去做創業這樣
[00:51:49,800 -> 00:51:50,599] 因為他其實
[00:51:50,760 -> 00:51:52,199] 就是他的career
[00:51:52,199 -> 00:51:53,719] 他的職業生涯一直是一個
[00:51:53,880 -> 00:51:56,039] 一個高管這樣的一個身份
[00:51:56,039 -> 00:51:57,239] 他沒有去做過創業
[00:51:57,480 -> 00:51:59,400] 我能感覺到他其實對創業是
[00:51:59,599 -> 00:52:03,159] 有這個想法和這個激情的對吧
[00:52:03,320 -> 00:52:04,519] 他比我年長一些
[00:52:04,599 -> 00:52:05,000] 然後然後當時我就說你這個想法和這個激情的他比我年長一些
[00:52:05,000 -> 00:52:08,000] 然後當時我就說
[00:52:08,000 -> 00:52:12,000] 我說你為什麼想去創業
[00:52:12,000 -> 00:52:15,000] 然後他說其實他就看著我
[00:52:15,000 -> 00:52:16,000] 然後語重心長的說
[00:52:16,000 -> 00:52:17,000] 他說他想
[00:52:17,000 -> 00:52:18,000] 他想
[00:52:18,000 -> 00:52:21,000] Leave the world a better place for my daughter
[00:52:21,000 -> 00:52:23,000] 他的女兒叫Piper
[00:52:23,000 -> 00:52:26,000] 是一個混血的一個非常可愛的小女孩
[00:52:26,000 -> 00:52:27,000] 今天應該6歲了
[00:52:27,000 -> 00:52:28,000] 當時應該是3歲
[00:52:28,000 -> 00:52:30,000] 然後她當時就說
[00:52:30,000 -> 00:52:35,000] 她非常的被一些心理消費的習慣擔心
[00:52:35,000 -> 00:52:36,000] 就擔憂
[00:52:36,000 -> 00:52:38,000] 特別是講回剛剛的環保這個東西
[00:52:38,000 -> 00:52:42,000] 她說她的女兒就是在海邊走路的時候
[00:52:42,000 -> 00:52:43,000] 看到一個動物
[00:52:43,000 -> 00:52:44,000] 她都會問她爸爸
[00:52:44,000 -> 00:52:45,639] 這個動物要滅絕了嗎
[00:52:45,639 -> 00:52:47,440] 就是說他其實對這個
[00:52:47,440 -> 00:52:49,000] 特別是在灣區對吧
[00:52:49,000 -> 00:52:50,599] 就是在這種環境裡面長大
[00:52:50,599 -> 00:52:53,199] 他其實對環保這個概念是非常的
[00:52:53,199 -> 00:52:54,000] 非常深刻的
[00:52:54,000 -> 00:52:55,400] 那Terry當時就說
[00:52:55,400 -> 00:52:57,079] 其實他當在Pottery Barn的時候
[00:52:57,079 -> 00:52:58,239] 就已經發現了
[00:52:58,239 -> 00:53:00,719] 戶外傢俱的前景是非常大的
[00:53:00,719 -> 00:53:01,679] 它增長很快
[00:53:01,679 -> 00:53:03,360] 但是因為總體市場太小
[00:53:03,360 -> 00:53:05,639] 所以對於Pottery Bar這樣的大公司來說
[00:53:05,639 -> 00:53:06,320] 很難去
[00:53:06,320 -> 00:53:07,159] Innovative dilemma
[00:53:07,159 -> 00:53:07,400] 對吧
[00:53:07,400 -> 00:53:09,039] 很難去就這方面去
[00:53:09,039 -> 00:53:10,239] 直接去做投入
[00:53:10,239 -> 00:53:12,000] 所以他說
[00:53:12,000 -> 00:53:13,679] 但他其實早就看到這個機會
[00:53:13,679 -> 00:53:15,239] 而且他說他在Casper
[00:53:15,239 -> 00:53:16,400] 在ID有學到這些東西
[00:53:16,400 -> 00:53:17,639] 他都可以利用到
[00:53:17,639 -> 00:53:19,440] 就做這樣的一個品牌上面
[00:53:19,440 -> 00:53:20,719] 所以而且他說
[00:53:20,719 -> 00:53:21,760] 但是我加入一個條件
[00:53:21,760 -> 00:53:23,440] 就是說我們一定要把這個產品
[00:53:23,440 -> 00:53:25,199] 和品牌做的是環保第一
[00:53:25,199 -> 00:53:28,599] 也就是為什麼花了14個月時間是承諾
[00:53:28,599 -> 00:53:31,280] 就是他對他的這個履約對他的這個承諾
[00:53:31,280 -> 00:53:34,800] 就是我們一定要做成100%可環保可回收
[00:53:34,800 -> 00:53:36,079] 這一點也非常重要
[00:53:36,079 -> 00:53:38,400] 因為其實像Terry這樣的人才
[00:53:38,400 -> 00:53:41,199] 你說給他多少薪資給他多少股份
[00:53:41,199 -> 00:53:42,480] 很難去打動他
[00:53:42,480 -> 00:53:45,039] 包括我的很多團隊上面其他的
[00:53:45,039 -> 00:53:46,280] Terry不是Millennial
[00:53:46,280 -> 00:53:47,719] 但我團隊上有很多Millennial
[00:53:47,719 -> 00:53:49,199] 就是前幾年這一代的人
[00:53:49,199 -> 00:53:51,159] 說白了他們像Nike出來的
[00:53:51,159 -> 00:53:52,239] 在Harvard畢業
[00:53:52,239 -> 00:53:54,880] 然後在一些很大的一些大廠去工作出來
[00:53:54,880 -> 00:53:56,960] 他憑什麼就是為了其他的什麼東西
[00:53:56,960 -> 00:53:57,480] 事情加進去
[00:53:57,480 -> 00:53:59,320] 他一定是從一個精神角度的
[00:53:59,320 -> 00:54:01,920] 就是什麼東西是我們這裡能提供給他們
[00:54:01,920 -> 00:54:02,880] 其他地方提供不了
[00:54:02,880 -> 00:54:03,599] 那就是
[00:54:03,599 -> 00:54:05,280] Make an impact for the world而且是Do good things for the world那在我們這裡能提供給他們其他地方提供不了那就是Make an impact for the world
[00:54:05,280 -> 00:54:05,960] 而且是
[00:54:06,159 -> 00:54:07,480] Do good things for the world
[00:54:07,480 -> 00:54:09,079] 在我們這裡來說就是
[00:54:09,360 -> 00:54:10,840] 對戶外生活的這種
[00:54:10,840 -> 00:54:13,599] 這種完美的戶外生活的一個嚮往
[00:54:13,800 -> 00:54:15,599] 然後對大自然的一個保護
[00:54:15,800 -> 00:54:16,639] 然後對這種
[00:54:16,800 -> 00:54:18,760] Health and wellness的這種認可
[00:54:18,960 -> 00:54:21,280] 然後我們就整個團隊的文化是這樣體現出來
[00:54:21,280 -> 00:54:22,719] 這樣我們才能吸引到
[00:54:23,239 -> 00:54:25,440] 就是這一批的人才過來
[00:54:25,440 -> 00:54:27,079] 才能去打造出一個品牌
[00:54:27,079 -> 00:54:30,280] 是吸引像這樣的人才一樣的消費者
[00:54:30,280 -> 00:54:33,039] 來我們這裡去買我們的產品和服務
[00:54:34,039 -> 00:54:36,440] 我覺得這個都非常有道理
[00:54:36,440 -> 00:54:38,440] 就是很多人他確實工作
[00:54:38,440 -> 00:54:40,199] 就是為了自己的一個理想
[00:54:40,199 -> 00:54:42,000] 或者說自己認可的這種價值
[00:54:42,360 -> 00:54:44,840] 那我想回到說是你自己
[00:54:45,000 -> 00:54:48,000] 就從你一開始做這個戶外傢俱的話
[00:54:48,000 -> 00:54:50,000] 你應該不是一開始就抱著這樣的
[00:54:50,000 -> 00:54:53,000] 我要做一個最環保的戶外傢俱的這種想法去做的吧
[00:54:53,000 -> 00:54:57,000] 那你當時最開始給你的動力是什麼
[00:54:57,000 -> 00:55:01,000] 和什麼讓你在最開始可能稍稍比較艱難的時候
[00:55:01,000 -> 00:55:03,000] 非常堅定的去做這些事情
[00:55:03,000 -> 00:55:06,039] 因為這是我的第二公司了所以我覺得
[00:55:06,480 -> 00:55:09,440] 首先我自己知道自己是一個喜歡去折騰
[00:55:09,440 -> 00:55:12,039] 然後就是想去創業的這樣一個人
[00:55:12,039 -> 00:55:15,000] 然後剛開始當然沒有這種衝突壯志
[00:55:15,000 -> 00:55:17,199] 我覺得當然是看到了這個市場
[00:55:17,199 -> 00:55:19,400] 然後看到了一些這裡面的一些機會
[00:55:19,400 -> 00:55:20,480] 因為當時在賣貨的時候
[00:55:20,480 -> 00:55:21,840] 也發現了這裡面的痛點
[00:55:21,840 -> 00:55:24,679] 那就是我的工程師的大腦就一直在轉
[00:55:24,679 -> 00:55:27,440] 我說這些東西其實都從一個叫所謂的
[00:55:27,440 -> 00:55:28,000] bottom up
[00:55:28,000 -> 00:55:31,199] 就是這些問題我當然可以去解決
[00:55:31,199 -> 00:55:32,880] 但是為什麼沒有人去解決
[00:55:32,880 -> 00:55:34,639] 像做電啊這些東西
[00:55:34,639 -> 00:55:36,320] 我說我很想去嘗試一下
[00:55:36,320 -> 00:55:38,000] 那當然自己家裡有這個資源
[00:55:38,000 -> 00:55:39,719] 這個工廠在中國
[00:55:39,719 -> 00:55:42,000] 然後包括後面碰到Terry對吧
[00:55:42,000 -> 00:55:43,840] 那我覺得這個有點感覺像
[00:55:43,840 -> 00:55:46,000] the stars are aligning
[00:55:46,000 -> 00:55:48,000] Universe is giving me a sign
[00:55:48,000 -> 00:55:50,000] 你要去做這個事了
[00:55:50,000 -> 00:55:52,000] 但是剛開始確實是出於一個比較
[00:55:52,000 -> 00:55:54,000] 完全是想去解決一個
[00:55:54,000 -> 00:55:56,000] 痛點
[00:55:56,000 -> 00:55:58,000] 看到有這樣的一個商機
[00:55:58,000 -> 00:56:00,000] 去做,但是做著做著
[00:56:00,000 -> 00:56:02,000] 我覺得每天都會給我帶來一些新的靈感
[00:56:02,000 -> 00:56:04,000] 覺得這個成為了一個可以去改變
[00:56:04,000 -> 00:56:06,079] 某些東西的一個平台
[00:56:06,079 -> 00:56:09,079] 包括加入我們的這個小夥伴越來越多
[00:56:09,079 -> 00:56:14,000] 大家都把他們的一個願景和他們的這個文化和他們的價值給輸入進來
[00:56:14,000 -> 00:56:16,719] 那現在做到現在就是說我們其實
[00:56:18,000 -> 00:56:21,519] 一是我們的願景就是要做到No.1 outdoor living brand in the world
